accuracy,failures,budget
0.94,3,50
0.94,3,50
0.9,5,50
0.94,3,50
0.84,8,50
0.88,6,50
0.84,8,50
0.88,6,50
0.96,2,50
0.92,4,50
0.92,4,50
0.88,6,50
0.9,5,50
0.96,2,50
0.84,8,50
0.84,8,50
0.92,4,50
0.88,6,50
0.86,7,50
0.96,2,50
0.92,4,50
0.98,1,50
0.96,2,50
0.98,1,50
0.88,6,50
0.94,3,50
0.9,5,50
0.94,3,50
0.86,7,50
0.86,7,50
0.92,8,100
0.94,6,100
0.92,8,100
0.94,6,100
0.9,10,100
0.92,8,100
0.93,7,100
0.9,10,100
0.89,11,100
0.86,14,100
0.88,12,100
0.85,15,100
0.93,7,100
0.91,9,100
0.97,3,100
0.89,11,100
0.93,7,100
0.92,8,100
0.93,7,100
0.89,11,100
0.98,2,100
0.94,6,100
0.92,8,100
0.92,8,100
0.89,11,100
0.91,9,100
0.89,11,100
0.88,12,100
0.93,7,100
0.94,6,100
0.93,14,200
0.92,16,200
0.915,17,200
0.93,14,200
0.905,19,200
0.915,17,200
0.93,14,200
0.895,21,200
0.93,14,200
0.905,19,200
0.905,19,200
0.9,20,200
0.91,18,200
0.875,25,200
0.925,15,200
0.895,21,200
0.895,21,200
0.925,15,200
0.91,18,200
0.91,18,200
0.865,27,200
0.9,20,200
0.925,15,200
0.915,17,200
0.88,24,200
0.88,24,200
0.925,15,200
0.93,14,200
0.92,16,200
0.91,18,200
0.885,46,400
0.9075,37,400
0.9275,29,400
0.915,34,400
0.925,30,400
0.9025,39,400
0.91,36,400
0.91,36,400
0.9125,35,400
0.8975,41,400
0.915,34,400
0.9325,27,400
0.9125,35,400
0.895,42,400
0.9175,33,400
0.925,30,400
0.915,34,400
0.9075,37,400
0.9275,29,400
0.915,34,400
0.915,34,400
0.915,34,400
0.8925,43,400
0.93,28,400
0.9125,35,400
0.9325,27,400
0.93,28,400
0.92,32,400
0.91,36,400
0.9125,35,400
0.91,72,800
0.92375,61,800
0.9225,62,800
0.93125,55,800
0.91,72,800
0.9125,70,800
0.9225,62,800
0.925,60,800
0.91625,67,800
0.9125,70,800
0.92875,57,800
0.90875,73,800
0.92125,63,800
0.92125,63,800
0.9225,62,800
0.91,72,800
0.915,68,800
0.9125,70,800
0.9125,70,800
0.915,68,800
0.92,64,800
0.92625,59,800
0.9125,70,800
0.93,56,800
0.9225,62,800
0.91,72,800
0.91375,69,800
0.925,60,800
0.91875,65,800
0.9075,74,800
